hour,timestamp,OEE,availability,performance,quality,throughput,raw_inventory,wip,finished,energy_price,temp,humidity,voltage,available_workers,fatigue,maintenance,downtime,MTBF,shift
13,2023-01-01 13:00:00,0.977890482671875,1.0,0.9985642670888903,0.9792964908735563,0,0.0,0,1000.0,41.16767300758051,20.084415734723255,44.310120891409724,1.0099461659996207,4,0.965764345316501,0,0,14.0,1
14,2023-01-01 14:00:00,0.791424025664072,1.0,0.8657053389307009,0.9141956160760433,0,0.0,0,1000.0,46.76766643287566,17.844906760965728,47.142431614928796,0.9979295022552913,3,1.125577354159846,0,0,15.0,2
15,2023-01-01 15:00:00,0.6609504704271854,1.0,0.7644676789368278,0.8645891626790456,0,0.0,0,1000.0,40.383468965572014,14.182144826021975,45.13895547374647,0.9919059084475065,3,1.2661758562154672,0,0,16.0,2
16,2023-01-01 16:00:00,0.9111341530872893,1.0,0.9523971410327763,0.9566745991060603,0,0.0,0,1000.0,78.80901269343276,15.665473785502838,53.192729381880405,0.9958905937416416,3,1.0197957805547662,0,0,17.0,2
17,2023-01-01 17:00:00,0.9800000000000001,1.0,1.0,0.9800000000000001,0,0.0,0,1000.0,63.08145902507965,13.793139013688421,44.18952352919721,0.9909907733416342,3,0.8414303543825532,0,0,18.0,2
18,2023-01-01 18:00:00,0.7571061861521378,1.0,0.8398188928420914,0.9015112574926247,0,0.0,0,1000.0,78.98822414550557,8.341380402747575,53.06307646429526,0.9969016027642025,3,1.1365348516554128,0,0,19.0,2
19,2023-01-01 19:00:00,0.8629337764340665,1.0,0.9181288163144279,0.9398831199940696,0,0.0,0,1000.0,81.39803106432402,6.364011860443125,53.86214451401428,0.9968177549559115,3,1.0081667385039945,0,0,20.0,2
20,2023-01-01 20:00:00,0.852094482236802,1.0,0.9103078852135494,0.9360508637546392,0,0.0,0,1000.0,90.9109744586288,5.162242249362032,56.30319702175558,0.9966514775237592,3,0.9968304681348982,0,0,21.0,2
21,2023-01-01 21:00:00,0.8554656619157275,1.0,0.9127449485395209,0.9372450247843652,0,0.0,0,1000.0,48.13827587502916,5.143137128815924,48.99540894069663,0.9985960121369519,3,0.9952073353600017,0,0,22.0,2
22,2023-01-01 22:00:00,0.45864513694634923,1.0,0.5733064211829365,0.8,0,0.0,0,1000.0,76.9822278780009,5.0,55.873007965595704,0.9929990658974948,2,1.5710037052841126,0,0,23.0,0
23,2023-01-01 23:00:00,0.48551329507089874,1.0,0.6068916188386234,0.8,0,0.0,0,1000.0,46.266905532315405,5.0,55.247937964063134,0.9997135469660507,2,1.4932044734163117,0,0,24.0,0
24,2023-01-02 00:00:00,0.56430489211758,1.0,0.6839098939423781,0.8251158480317653,0,0.0,0,1000.0,52.85744199084977,5.0,53.854478030826684,0.9972232410025132,2,1.3209546377551136,0,0,25.0,0
25,2023-01-02 01:00:00,0.6224042419288786,1.0,0.7329690744825534,0.8491548464964511,0,0.0,0,1000.0,48.548871975968986,5.944542385030708,47.931756484313354,0.9974743636680374,1,1.2508119916873466,0,0,26.0,0
26,2023-01-02 02:00:00,0.5980753436096796,1.0,0.7126672774236303,0.8392069659375789,0,0.0,0,1000.0,35.870843646222724,5.781491775280419,52.507257194399294,0.9902313065228523,2,1.273042047929764,0,0,27.0,0
27,2023-01-02 03:00:00,0.651607727164435,1.0,0.7569056003100169,0.8608837441519082,0,0.0,0,1000.0,35.150750594618756,5.055211176901101,50.37821651089706,0.9888703134324858,2,1.1824835540799608,0,0,28.0,0
28,2023-01-02 04:00:00,0.5970584460979874,1.0,0.7118112991261347,0.8387875365718059,0,0.0,0,1000.0,37.165488612758566,7.943625952540485,43.614949148214734,0.9910551305886899,2,1.3178179223713384,0,0,29.0,0
29,2023-01-02 05:00:00,0.7844722063617315,1.0,0.8605012629367579,0.9116456188390114,0,0.0,0,1000.0,50.82808593073559,7.9993682775955985,55.943880516390124,0.9933187371885808,2,1.0928729375698563,0,0,30.0,0
30,2023-01-02 06:00:00,0.6732391548772072,1.0,0.774345894540833,0.8694294883250082,0,0.0,0,1000.0,58.316472287205166,11.119137435516588,49.97375644130245,0.9921801295369215,4,1.2389767613782043,0,0,31.0,1
31,2023-01-02 07:00:00,0.6653320561063777,1.0,0.7679986288108032,0.8663193281172935,0,0.0,0,1000.0,59.579559133643876,10.165188420882181,45.312536578076774,0.9981688019959117,4,1.2552650576856383,0,0,32.0,1
32,2023-01-02 08:00:00,0.9800000000000001,1.0,1.0,0.9800000000000001,0,0.0,0,1000.0,59.342228144526715,16.246697949610983,41.23417516614822,1.0059256584487979,4,0.9093976357470783,0,0,33.0,1
33,2023-01-02 09:00:00,0.8194844535129273,1.0,0.886512622397358,0.9243911849747054,0,0.0,0,1000.0,54.400059459652084,18.784353446707115,50.96598405627942,0.9988979129875614,4,1.0875499481136848,0,0,34.0,1
34,2023-01-02 10:00:00,0.9204834619473637,1.0,0.9589508824643822,0.9598859324075473,0,0.0,0,1000.0,50.18426957513834,17.659902745279187,50.014299095708054,1.0079100625218607,4,1.0058924876860973,0,0,35.0,1
35,2023-01-02 11:00:00,0.9800000000000001,1.0,1.0,0.9800000000000001,0,0.0,0,1000.0,45.73858639260456,19.454841133288625,44.57471801717064,1.004620222541854,4,0.762517331695752,0,0,36.0,1
36,2023-01-02 12:00:00,0.9800000000000001,1.0,1.0,0.9800000000000001,0,0.0,0,1000.0,33.72596662744626,18.871577642993575,51.22143244389841,1.001647764771657,4,0.8866039822663332,0,0,37.0,1
37,2023-01-02 13:00:00,0.9704241679352231,1.0,0.993471621954059,0.976801094757489,0,0.0,0,1000.0,38.77983592787676,17.509133536637425,45.23373268715587,1.0016637864277467,4,0.9641563206883532,0,0,38.0,1
38,2023-01-02 14:00:00,0.7642820404422754,1.0,0.845272933723386,0.904183737524459,0,0.0,0,1000.0,57.53600194133965,15.700341178188854,48.700993400450166,1.006887532717898,3,1.1383391609176112,0,0,39.0,2
39,2023-01-02 15:00:00,0.7518535788679214,1.0,0.8358125088926684,0.8995481293574075,0,0.0,0,1000.0,52.60220511686561,18.381597382981177,47.970450483656485,1.0108499776133693,3,1.1505197639870175,0,0,40.0,2
40,2023-01-02 16:00:00,0.9449148521256148,1.0,0.9759395846033854,0.9682103964556589,0,0.0,0,1000.0,68.57522900720704,14.016877631150095,45.93354764126052,1.0031958976625046,3,0.9847232902297821,0,0,41.0,2
41,2023-01-02 17:00:00,0.869223021625156,1.0,0.9226470166309314,0.9420970381491565,0,0.0,0,1000.0,70.27285245391313,12.099000100891516,51.600847836223586,0.9996807370020129,3,1.0406314833422996,0,0,42.0,2
42,2023-01-02 18:00:00,0.9674587425121143,1.0,0.9914441313584289,0.9758076243656302,0,0.0,0,1000.0,58.47562042204232,10.1951165362656,54.32358787345592,0.9984166665231636,3,0.963493992784696,0,0,43.0,2
43,2023-01-02 19:00:00,0.7843145780540437,1.0,0.8603830328362158,0.9115876860897458,0,0.0,0,1000.0,64.9416376191954,6.824838378980889,58.45337139895286,0.9955541807444942,3,1.0666508770402447,0,0,44.0,2
44,2023-01-02 20:00:00,0.6963739934226212,1.0,0.7927379530083453,0.8784415969740891,0,0.0,0,1000.0,75.28962938293301,5.887904415272851,51.434086868907244,0.998545149498871,3,1.1434522615717904,0,0,45.0,2
45,2023-01-02 21:00:00,0.7987338872998779,1.0,0.8711561390865932,0.9168665081524308,0,0.0,0,1000.0,51.727454837787064,5.0,57.55340333132081,0.9998026952934326,3,1.0265586495526176,0,0,46.0,2
46,2023-01-02 22:00:00,0.4360105386540246,1.0,0.5450131733175307,0.8,0,0.0,0,1000.0,48.1347803807332,5.0,52.441356645938896,1.0039287358640707,2,1.6401948448324237,0,0,47.0,0
47,2023-01-02 23:00:00,0.5255186415948531,1.0,0.6497351494403438,0.80881978148714,0,0.0,0,1000.0,41.826069555338236,5.0,57.24850784461359,1.009575060405061,2,1.375000763139007,0,0,48.0,0
48,2023-01-03 00:00:00,0.6707986182135918,1.0,0.7723901806696218,0.8684711885281148,0,0.0,0,1000.0,47.109757653882966,5.0,52.62976317409183,1.0120885858687325,2,1.1559506610560215,0,0,49.0,0
49,2023-01-03 01:00:00,0.5056456834746835,1.0,0.6301852666095445,0.8023762380150593,0,0.0,0,1000.0,40.80167056087361,5.0,53.69381453188636,1.017270991491733,2,1.4159385904127217,0,0,50.0,0
50,2023-01-03 02:00:00,0.6280777783663963,1.0,0.73765560008478,0.8514512440415423,0,0.0,0,1000.0,47.21493493962234,5.2434553340649215,50.847087733918436,1.0143891533284408,2,1.2136426969962304,0,0,51.0,0
51,2023-01-03 03:00:00,0.5985823143824994,1.0,0.7130937968534357,0.8394159604581833,0,0.0,0,1000.0,37.43754964134197,7.208673035807667,57.27755721286963,1.0232374050243658,2,1.2941422695628961,0,0,52.0,0
52,2023-01-03 04:00:00,0.5141498808567846,1.0,0.6387531925623978,0.8049272971838162,0,0.0,0,1000.0,43.32583340677832,5.524065129503812,53.08092092178882,1.0261530544409705,2,1.4061442532110386,0,0,53.0,0
53,2023-01-03 05:00:00,0.6915167502318794,1.0,0.7888982403365329,0.8765601377649013,0,0.0,0,1000.0,39.53004117296695,7.134766566940847,47.09892258357484,1.0249148317010959,2,1.1670288782025802,0,0,54.0,0
54,2023-01-03 06:00:00,0.9800000000000001,1.0,1.0,0.9800000000000001,0,0.0,0,1000.0,58.30632850895095,10.453566708449316,49.66280618371326,1.025279446251711,4,0.9291194697456948,0,0,55.0,1
55,2023-01-03 07:00:00,0.6930553825643004,1.0,0.7901157854732046,0.8771567348818703,0,0.0,0,1000.0,60.492767593568715,13.124766678824463,47.30703323506219,1.0246780282200274,4,1.2051119361689628,0,0,56.0,1
56,2023-01-03 08:00:00,0.909591051177983,1.0,0.951312601650716,0.9561431748088507,0,0.0,0,1000.0,49.46321801206258,15.702414893277888,45.46937364814199,1.0234751480284043,4,1.000292869794448,0,0,57.0,1
57,2023-01-03 09:00:00,0.9800000000000001,1.0,1.0,0.9800000000000001,0,0.0,0,1000.0,68.86224534810714,15.6077067672635,50.24733693934992,1.0223604069615768,4,0.7934505948393613,0,0,58.0,1
58,2023-01-03 10:00:00,0.9440228124706985,1.0,0.9753227336103608,0.967908139469077,0,0.0,0,1000.0,38.503907487004206,16.37534807852378,42.815759143552555,1.0200577780784137,4,0.9744651450435612,0,0,59.0,1
59,2023-01-03 11:00:00,0.7927110600195276,1.0,0.86666662851964,0.9146666479746237,0,0.0,0,1000.0,45.729137661734164,17.885257274251458,40.34727457533264,1.0179345156455435,4,1.0959371414148333,0,0,60.0,1
60,2023-01-03 12:00:00,0.86855694830099,1.0,0.9221691884632662,0.9418629023470004,0,0.0,0,1000.0,42.072586261816454,20.690663219629293,49.32811468846095,1.0295355818886953,4,1.0293191505875163,0,0,61.0,1
61,2023-01-03 13:00:00,0.9710224849861755,1.0,0.9938803636128675,0.9770013781703051,0,0.0,0,1000.0,54.144887357940135,20.693416990877196,46.9009341505422,1.0300617829277758,4,0.9489383499908508,0,0,62.0,1
62,2023-01-03 14:00:00,0.6001323915935088,1.0,0.7143969626295578,0.8400545116884833,0,0.0,0,1000.0,31.619674590886465,14.106462648554846,49.22449170193013,1.027130048341317,3,1.3270409758918111,0,0,63.0,2
63,2023-01-03 15:00:00,0.7577875381181612,1.0,0.8403377111135022,0.901765478445616,0,0.0,0,1000.0,50.98941418486441,19.1808201376657,45.22456079072501,1.025452264270513,3,1.1274610174928203,0,0,64.0,2
64,2023-01-03 16:00:00,0.7947426720515544,1.0,0.86818267074005,0.9154095086626246,0,0.0,0,1000.0,68.46219369316431,15.039329200079646,47.802396449024826,1.0241002527862313,3,1.0906254076115598,0,0,65.0,2
65,2023-01-03 17:00:00,0.9061980458129385,1.0,0.9489250384216502,0.9549732688266086,0,0.0,0,1000.0,75.76456040419208,11.416492772830603,51.2233082264536,1.0271529235222285,3,0.9972086405040449,0,0,66.0,2
66,2023-01-03 18:00:00,0.9558550947353331,1.0,0.9834839679394358,0.9719071442903235,0,0.0,0,1000.0,66.76694210052628,8.846423782184681,46.39509231473542,1.0338815484208363,3,0.9507818218577899,0,0,67.0,2
67,2023-01-03 19:00:00,0.8301377359878489,1.0,0.8943308950436266,0.9282221385713771,0,0.0,0,1000.0,60.853044344665705,8.121149871878991,47.67957127764618,1.0328185069253164,3,1.036247993380508,0,0,68.0,2
68,2023-01-03 20:00:00,0.5907097013421314,1.0,0.7064534813821226,0.8361622058772401,0,0.0,0,1000.0,76.11226496928323,5.52645335571529,56.45639147016709,1.0382465807778574,3,1.2590027197074674,0,0,69.0,2
69,2023-01-03 21:00:00,0.8092775916240856,1.0,0.8789803920584974,0.9207003921086638,0,0.0,0,1000.0,51.48744837711256,5.0,50.576639565031314,1.0365058411175343,3,1.0027856247311928,0,0,70.0,2
70,2023-01-03 22:00:00,0.49071259307627124,1.0,0.613390741345339,0.8,0,0.0,0,1000.0,54.4131833380061,5.0,48.271704902596724,1.0336855374831755,2,1.4360983131492606,0,0,71.0,0
71,2023-01-03 23:00:00,0.519364791611411,1.0,0.6439462449500164,0.8065343896084439,0,0.0,0,1000.0,56.9786030169832,5.0,54.12590228514672,1.0335367954955093,2,1.3671172210674984,0,0,72.0,0
72,2023-01-04 00:00:00,0.5052273097915834,1.0,0.6297602443951071,0.8022534199135748,0,0.0,0,1000.0,43.84130892477604,5.0,57.595904934639066,1.03843247073258,2,1.3970565549444494,0,0,73.0,0
73,2023-01-04 01:00:00,0.5388055014789896,1.0,0.6617241773514211,0.8142448469021962,0,0.0,0,1000.0,48.919769926848694,5.0,50.57306143461206,1.0431085803643494,2,1.3287582178983468,0,0,74.0,0
74,2023-01-04 02:00:00,0.601912095963126,1.0,0.715891455919404,0.8407868134005081,0,0.0,0,1000.0,43.148614237471726,5.0,52.58394909503566,1.0421892859758315,2,1.2274658080295038,0,0,75.0,0
75,2023-01-04 03:00:00,0.5404452657277272,1.0,0.6631635834624985,0.8149501558966243,0,0.0,0,1000.0,37.70296939055064,5.0,55.05001303931695,1.040354182144273,2,1.3242482498572399,0,0,76.0,0
76,2023-01-04 04:00:00,0.5302632328380059,1.0,0.6541780852630215,0.8105793281424372,0,0.0,0,1000.0,50.02017348954001,5.0,49.53376248579583,1.0289514982222165,2,1.3416136209917837,0,0,77.0,0
77,2023-01-04 05:00:00,0.6349214019073534,1.0,0.7432851495438331,0.8542097232764782,0,0.0,0,1000.0,44.55769736612659,10.57254783323141,50.665551255762,1.0327714116752105,2,1.2636006628837249,0,0,78.0,0
78,2023-01-04 06:00:00,0.635232898844138,1.0,0.7435407798341338,0.8543349821187256,0,0.0,0,1000.0,59.328065766681114,11.438255884634316,46.174680764916516,1.0347200878399123,4,1.262380116168134,0,0,79.0,1
79,2023-01-04 07:00:00,0.9012207109796853,1.0,0.9454154907066922,0.9532535904462792,0,0.0,0,1000.0,51.448492826364976,12.997530032553708,45.40838619486031,1.0493900207412412,4,0.9922057482569039,0,0,80.0,1
80,2023-01-04 08:00:00,0.8452792053605939,1.0,0.9053681378118412,0.9336303875278021,0,0.0,0,1000.0,71.5489777111682,13.755974094467966,45.28187761846113,1.041555417932152,4,1.0354488230429344,0,0,81.0,1
81,2023-01-04 09:00:00,0.7896019453946572,1.0,0.8643432638532538,0.9135281992880945,0,0.0,0,1000.0,57.631230838681795,17.902080757976755,47.63151033526003,1.036167622382613,4,1.0839190866008162,0,0,82.0,1
82,2023-01-04 10:00:00,0.7883718476721491,1.0,0.8634229490904233,0.9130772450543073,0,0.0,0,1000.0,50.20635176779967,15.344485348770121,43.10379705689921,1.0379260038227893,4,1.0843979192344528,0,0,83.0,1
83,2023-01-04 11:00:00,0.7578985794288914,1.0,0.8404222449485236,0.9018069000247765,0,0.0,0,1000.0,44.518796649416394,18.65904536035535,42.56589733696418,1.0259403427067735,4,1.113358045178569,0,0,84.0,1
84,2023-01-04 12:00:00,0.9800000000000001,1.0,1.0,0.9800000000000001,0,0.0,0,1000.0,49.35560774322785,19.507160131541177,46.46056237804689,1.030306526458781,4,0.9162565320686761,0,0,85.0,1
85,2023-01-04 13:00:00,0.7582024434299746,1.0,0.840653544122155,0.901920236619856,0,0.0,0,1000.0,50.14350231629535,16.36935338865287,43.75727112614216,1.02532918571621,4,1.1116398913554881,0,0,86.0,1
86,2023-01-04 14:00:00,0.6161902325357366,1.0,0.7278155752423185,0.8466296318687361,0,0.0,0,1000.0,42.5060215167614,17.158932089647987,47.68405172332194,1.0168120633818278,3,1.283182655842673,0,0,87.0,2
87,2023-01-04 15:00:00,0.7816311781287928,1.0,0.8583687531928131,0.9106006890644783,0,0.0,0,1000.0,58.518971089276484,17.466746927257944,46.463909713827825,1.009434810554431,3,1.0873377294769617,0,0,88.0,2
88,2023-01-04 16:00:00,0.8026070642908963,1.0,0.87403551649645,0.9182774030832604,0,0.0,0,1000.0,87.34225725924003,12.839737589079151,44.536395148979786,1.002888229396208,3,1.0671800194540209,0,0,89.0,2
89,2023-01-04 17:00:00,0.9674550798687214,1.0,0.991441625468816,0.9758063964797199,0,0.0,0,1000.0,76.59323810744085,13.918632560138876,43.807537608170314,1.0080910270296166,3,0.9382499151092891,0,0,90.0,2
90,2023-01-04 18:00:00,0.9800000000000001,1.0,1.0,0.9800000000000001,0,0.0,0,1000.0,55.21390873327406,11.378938131714536,50.50525038379505,1.0097941853080246,3,0.9033868505163009,0,0,91.0,2
91,2023-01-04 19:00:00,0.9302760197075036,1.0,0.965783916271081,0.9632341189728295,0,0.0,0,1000.0,55.77805461716796,7.572101348539121,51.062696804895154,1.009919118539071,3,0.9375276262006018,0,0,92.0,2
92,2023-01-04 20:00:00,0.8681304877137165,1.0,0.9218631695367652,0.9417129530730148,0,0.0,0,1000.0,56.18643394922219,6.804115923230516,52.48187825494845,1.017509800595938,3,0.969942255737378,0,0,93.0,2
93,2023-01-04 21:00:00,0.9800000000000001,1.0,1.0,0.9800000000000001,0,0.0,0,1000.0,48.93791077457745,5.0,52.31282927004171,1.0185509150484497,3,0.8039825981758584,0,0,94.0,2
94,2023-01-04 22:00:00,0.42372906507011215,1.0,0.5296613313376402,0.8,0,0.0,0,1000.0,45.52317371172412,5.0,47.530160992690114,1.0242389779763308,2,1.638596762668187,0,0,95.0,0
95,2023-01-04 23:00:00,0.5063909827028931,1.0,0.630931942118205,0.8026079342294906,0,0.0,0,1000.0,77.80895512220167,5.0,46.648354877276375,1.0170316561537296,2,1.3747346443357373,0,0,96.0,0
96,2023-01-05 00:00:00,0.46385635618292914,1.0,0.5798204452286614,0.8,0,0.0,0,1000.0,37.713034320329726,5.0,45.430563180041304,1.0212796562292588,2,1.4949916772355483,0,0,97.0,0
97,2023-01-05 01:00:00,0.48201281726480033,1.0,0.6025160215810004,0.8,0,0.0,0,1000.0,46.18495632886281,5.7278575393742095,48.21945556762693,1.014965227364719,2,1.4545929161312776,0,0,98.0,0
98,2023-01-05 02:00:00,0.4272159780735268,1.0,0.5340199725919085,0.8,0,0.0,0,1000.0,39.25740893053834,5.0,53.18041832410164,1.0220894582663602,2,1.6211986817494461,0,0,99.0,0
99,2023-01-05 03:00:00,0.4969064759626358,1.0,0.6206794850429872,0.8005846623530999,0,0.0,0,1000.0,47.09590943405397,5.0,51.22287647296854,1.0228538625040646,2,1.3939810985770542,0,0,100.0,0
100,2023-01-05 04:00:00,0.5079348810362586,1.0,0.6328187729371549,0.8026545715114262,0,0.0,0,1000.0,55.1086492359357,9.182038447942094,52.594020675371524,1.0208880234944382,2,1.4528857555335628,0,0,101.0,0
101,2023-01-05 05:00:00,0.4608038439533269,1.0,0.5760048049416586,0.8,0,0.0,0,1000.0,52.52259156700327,6.7559042697348435,50.09759876255199,1.021802251611478,2,1.542536691378123,0,0,102.0,0
102,2023-01-05 06:00:00,0.5257357305795786,1.0,0.6499555821803173,0.8088794757573503,0,0.0,0,1000.0,59.004984573919806,7.344851837499688,54.95195326941537,1.0188732401324867,4,1.3787468275095032,0,0,103.0,1
103,2023-01-05 07:00:00,0.5551206272200206,1.0,0.6759673631629969,0.8212240079498685,0,0.0,0,1000.0,61.523967411766534,10.603976422496984,49.37455842425566,1.0146242490987463,4,1.3668928043919917,0,0,104.0,1
104,2023-01-05 08:00:00,0.8375746630119338,1.0,0.8997628538302944,0.9308837983768443,0,0.0,0,1000.0,60.439388772516494,13.500731832894095,53.91115088283443,1.0119331852418827,4,1.0262626970295374,0,0,105.0,1
105,2023-01-05 09:00:00,0.9727512708760945,1.0,0.9950607597209338,0.9775797722632575,0,0.0,0,1000.0,52.08438628574021,13.142116690844267,54.87499979832698,1.0146673132097537,4,0.9202977135413475,0,0,106.0,1
106,2023-01-05 10:00:00,0.8809942217639155,1.0,0.9310651247776706,0.9462219111410585,0,0.0,0,1000.0,38.41079922740099,18.2411982823102,40.42345685225118,1.0085079626073457,4,0.9905103147045451,0,0,107.0,1
107,2023-01-05 11:00:00,0.8103348275435104,1.0,0.8797624962315668,0.9210836231534676,0,0.0,0,1000.0,39.87368873805918,19.505013387117085,43.968760828878715,1.0128033679175086,4,1.0475885390082749,0,0,108.0,1
108,2023-01-05 12:00:00,0.8351415437957609,1.0,0.8979880176676656,0.9300141286571562,0,0.0,0,1000.0,50.24820076078396,17.993628649405455,46.365510925392584,1.0149353065916125,4,1.0256581472447936,0,0,109.0,1
109,2023-01-05 13:00:00,0.7382698202516383,1.0,0.8253954513858737,0.8944437711790781,0,0.0,0,1000.0,43.113379392478265,18.079970754963664,42.200064728848304,1.014236435490768,4,1.1151592527571064,0,0,110.0,1
110,2023-01-05 14:00:00,0.5932486745275464,1.0,0.7085990156658503,0.8372135176762665,0,0.0,0,1000.0,41.226450380897866,17.02813210295127,47.58901972669246,1.0181422496792163,3,1.298147616363475,0,0,111.0,2
111,2023-01-05 15:00:00,0.4938567503568358,1.0,0.6173209379460447,0.8,0,0.0,0,1000.0,33.54669017225565,16.613955140585677,45.54987992583188,1.012155650405812,3,1.4891524245886163,0,0,112.0,2
112,2023-01-05 16:00:00,0.7501769831236692,1.0,0.8345311667197075,0.8989202716926566,0,0.0,0,1000.0,56.233367151767766,15.023975647122942,42.476137696456234,1.0121169129160748,3,1.1008623242321365,0,0,113.0,2
113,2023-01-05 17:00:00,0.5850594245934067,1.0,0.7016650222507228,0.8338158609028541,0,0.0,0,1000.0,61.00911056301305,14.323132522207338,47.235736852045235,1.0134323838874972,3,1.3084918573277378,0,0,114.0,2
114,2023-01-05 18:00:00,0.9697634582953008,1.0,0.993020126643254,0.9765798620551944,0,0.0,0,1000.0,45.68060247217217,8.236197171426486,48.91388975486724,1.0149288409885886,3,0.8950178702451459,0,0,115.0,2
115,2023-01-05 19:00:00,0.6789209527455673,1.0,0.7788873933176728,0.8716548227256598,0,0.0,0,1000.0,65.29878581644509,6.113676846769787,50.679989553890444,1.0090183915609174,3,1.1194222416500903,0,0,116.0,2
116,2023-01-05 20:00:00,0.7588758954178427,1.0,0.8411660289387258,0.9021713541799755,0,0.0,0,1000.0,74.40801268081617,7.164700532532016,50.89721846372928,1.0156195512099493,3,1.0530484303276115,0,0,117.0,2
117,2023-01-05 21:00:00,0.5911568142615233,1.0,0.7068315864629752,0.8363474773668578,0,0.0,0,1000.0,45.4175943381153,5.0,52.86674706486299,1.0074435288746837,3,1.2103293223140321,0,0,118.0,2
118,2023-01-05 22:00:00,0.45556727381090295,1.0,0.5694590922636287,0.8,0,0.0,0,1000.0,58.84640869749787,5.0,52.57457296795196,1.01013234551762,2,1.501360929603741,0,0,119.0,0
119,2023-01-05 23:00:00,0.39733658120593657,1.0,0.49667072650742067,0.8,0,0.0,0,1000.0,67.63866179309852,5.0,55.78151291286911,1.0050109900902544,2,1.7203114827085182,0,0,120.0,0
120,2023-01-06 00:00:00,0.518302721176343,1.0,0.6429029547721401,0.8061912257971215,0,0.0,0,1000.0,49.28377141245296,5.0,50.70712411267953,0.9994250443799886,2,1.327419952639872,0,0,121.0,0
121,2023-01-06 01:00:00,0.49956208009029107,1.0,0.6237488345648929,0.800902626838204,0,0.0,0,1000.0,43.63456062946664,5.0,53.952611173495846,0.9907118274302685,2,1.3554043999301915,0,0,122.0,0
122,2023-01-06 02:00:00,0.443106067230119,1.0,0.5538825840376488,0.8,0,0.0,0,1000.0,31.567182945289897,5.0,57.5686295446107,0.9829495532954426,2,1.5134651967390793,0,0,123.0,0
123,2023-01-06 03:00:00,0.4519843877763557,1.0,0.5649804847204446,0.8,0,0.0,0,1000.0,48.8056598010346,5.0,47.95150782673065,0.9764424883221344,2,1.4729894645279504,0,0,124.0,0
124,2023-01-06 04:00:00,0.6428919955875059,1.0,0.7498097778425435,0.8574067911428465,0,0.0,0,1000.0,45.01181116971134,10.394201510102372,50.01187109738338,0.9772496513466516,2,1.1882481097543047,0,0,125.0,0
